filename,base_name,genre,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34
jazz.00054.wav,jazz.00054,jazz,-0.36210766182021115,-0.6867596691417677,-2.662810401833201,-0.3060643474955528,-0.5392208801941925,1.2035999120521899,-1.9901272624668396,0.2766049894630291,0.40159034708883246,1.0943887549617535,1.3424342569744485,1.4916113199933914,-0.6879108675297452,0.5611750923358525,-0.06513192061540682,-0.2524447244682538,0.6622683983970359,0.563143570741204,-0.7867259817283186,-0.13085328023977036,-0.49282139859492424,-0.16330900352764344,-0.027661446401772375,0.2597382981982645,0.49845712064542075,-0.5248074947628724,0.08043268579749599,0.15133004200505687,0.28333908188506873,0.4167504929474315,0.537628752312027,0.21110104178312206,-0.11087602513625307,-0.5187173366777406
jazz.00054.wav_noise,jazz.00054,jazz,-0.5628114003639371,-0.17311880414826541,-3.4532827155151713,0.2908388813335949,-0.5316307697086732,1.5882544035323385,-1.3458385672479813,0.371225251522583,0.9633110117137385,0.8623384859249701,0.6737396063656041,1.5138258582685085,-0.6812317888725066,0.2740118433119197,-0.1507652978248076,-0.215049815097644,0.42876938944898213,0.4373916798923689,-0.5027448694873704,-0.08246169873747004,-0.4695443142016852,-0.25791499414455743,-0.10897089104800989,0.14118934516173903,0.5735037042006845,-0.6007757658263481,0.04213004557530813,0.08100332030853735,0.38698173623644083,0.546014666154674,0.6770450293378518,0.156463613910566,-0.20250375632175888,-0.4890389696809636
jazz.00054.wav_stretch,jazz.00054,jazz,0.24528676356623852,-1.3335027302217493,-2.5164583008400676,-0.18498075963973523,0.002653138385673847,0.24164783546482077,-1.2881131857367172,-0.23925218338513662,0.7103991565883313,0.6519697907559415,1.0739967149505203,0.34943483180078244,-0.26494403170877295,0.6938990567221089,-0.332230956986143,-0.17347533660202336,0.5216345264399264,0.5332926145878544,-0.4163089864277589,-0.20298501152470871,-0.019922892113395773,-0.08206967795040178,-0.16874625421792813,0.32867165120415126,0.20303176195882378,-0.22920788266991432,0.2291974823077572,0.13563311443814588,0.14048182728033412,0.38377052631357406,0.14297636055569524,0.3517149432692958,0.05123201017335357,-0.2886237369560456
jazz.00054.wav_shift,jazz.00054,jazz,-1.3721835505951554,-2.154270441820554,-0.3033231671969578,0.13159815970894412,0.19409508855173727,-0.4089416041452254,-2.5453350914871877,-0.7513873089233772,0.7646717442087699,1.0312413778190213,0.5605907407008185,1.5259019616369316,-0.7625433910534682,0.15737732918936168,-0.37904093486734003,0.07046665761106417,0.6531820739850617,0.4219057762808897,-0.6252597930857394,-0.15531017145732215,0.3516976115692405,0.11798139420135191,-0.20729676720275253,0.22080274606234937,0.015224799008882791,-0.13430802048287074,-0.23361817102743507,0.25567322306946677,-0.06266103629146007,0.18522189707369607,0.4536416408618477,0.12566845383257186,-0.26251573616089785,0.1323790553073814
reggae.00080.wav,reggae.00080,reggae,3.7282287738253337,4.792709473262445,1.420301929821587,-0.82286745658228,-4.200531012607761,0.3013454823462171,0.31860966607507,0.3381870529144815,0.7318156088676793,0.07906710975163919,0.11669756515173539,-0.5460261560636411,0.09727057729385777,-0.5712015083467541,-0.51297764233119,0.8879961293978712,-0.14405125563098264,0.5272737406770202,-1.311716301529895,0.4493730503351117,0.17377617020950403,-1.0493983577791774,-0.4790035251157115,-0.46870937560860526,0.9800755665948762,-0.36657468896455475,0.42848319704226345,-0.360852532000012,-0.272015325008173,0.5303182163397497,0.14848710981921318,-0.4855910799677548,1.3143219787127713,1.1853842981812703
reggae.00080.wav_noise,reggae.00080,reggae,2.864502092807843,4.946683260758746,0.8729663572749635,-0.2260064972163862,-4.147953597328597,0.5246173971199534,0.49378135897177117,0.2824945957356406,1.0811146607420994,0.0754700349204989,-0.44832925053932127,-0.5258056923067801,0.27511407561707024,-0.9157166674697369,-0.5617707921088653,0.8783888867313902,-0.13085840966419937,0.420845713761324,-1.1445934996235625,0.5109864288524101,0.09923592331211935,-1.0639457932450598,-0.48456284241005837,-0.30010275176054857,0.9260611268572414,-0.3088079178935862,0.32796337482140075,-0.3800457476804554,-0.2607984598888308,0.5352286965187667,0.24198544053314552,-0.4133163293366807,1.1547523428931044,1.0913501834273056
reggae.00080.wav_stretch,reggae.00080,reggae,3.1780298453441698,3.8032343987911217,0.7678532992206193,-0.20861205321601994,-3.323135706735623,-1.3019421624457057,1.4413545484148111,-0.14348560080665793,0.7564958701562661,-0.46163625732498126,-0.040298126015111166,1.6575675161504275,-0.12836496377720932,-0.5644202660943796,-0.7608843691105747,0.757186014149415,0.2774975387819404,0.6415194125412679,-0.8580585958599648,0.16307501790498474,0.5952170117583065,-0.7635079720196897,-0.12582899449605386,-0.4311435655113862,0.8969087750162699,-0.36607314713014194,0.3240673685743064,-0.2917661669356272,-0.30306445957791656,0.20524341605853424,-0.04461370106378013,-0.4238365766766658,1.195003819944059,1.1945967334878425
reggae.00080.wav_shift,reggae.00080,reggae,1.2438291933185073,2.214561085769635,3.462746647130813,0.4439430375803859,-3.0340437444217656,-2.2232496964076733,-0.12592691540304635,-0.6932542614301842,1.1157683193022876,0.4031807232815742,-0.9170595184920547,-0.4462192837447313,0.1750618440027015,-0.2796258524049522,-1.067829307422874,1.1852357941344025,0.25517119790804677,0.29181008541516185,-0.6710332366168477,0.08208334929301758,0.14336143846247842,-0.6706710199137221,-0.1803777271816093,-0.19551583501382877,0.1537599883208509,-0.1430335894923801,0.4971037273924974,0.2759761552320611,0.38744541469997934,-0.15819513972603408,0.6989215939730293,-0.08618134963050021,0.9132855484766503,0.8848897050687184
jazz.00016.wav,jazz.00016,jazz,1.4287054026796395,-4.41213480296939,-0.3936460408421654,2.8568040287054863,-0.19857134684607092,0.21091433559565395,-2.050106358996044,-0.3601657030185275,-1.7731568144249996,-1.309038003009859,-0.6894447374244365,-1.2793237209626875,0.2837271240729927,-0.09460393441740479,-0.761031649446804,-0.0924164349438522,0.30531028534487903,-0.47521196935763027,-0.0796666018669021,-0.22017732508094331,0.20316048556356295,-0.09651144358169508,-0.3096998174912886,-0.38755777595602675,0.3299814925317613,-0.19303666456867577,0.373333820446617,0.48504012858598977,0.730278653911169,0.12681117976885695,-0.21013524435483094,0.59749667900126,0.2046411739426159,-0.313956845286487
jazz.00016.wav_noise,jazz.00016,jazz,0.8845409395734675,-0.13219953981499635,-3.74508074118512,3.3259887637890078,0.7976783761598732,-0.7273670627669337,-1.687238528305923,0.201082961208162,-0.7469276056727047,-1.5108435854177884,-0.5221491427365713,-1.3323571037007478,-0.10335849790687669,0.739836207643908,-1.245587546818052,-0.2919825673244834,-0.5325147156231127,-0.05476252195098311,-0.1194339360615432,0.09217750326769417,-0.26754336251122113,0.057679009207776744,-0.05928994591240287,-0.30685972626098257,0.36265630392984144,0.6679396228993562,0.5284709902966721,0.26633971899665915,0.217709788628185,0.15545467883748879,-0.25463258604487893,0.17268272335463042,0.25672863938223184,-0.3063298931281288
jazz.00016.wav_stretch,jazz.00016,jazz,2.1721379775041547,-4.796055189580229,-0.2950245785129635,3.1993523994859197,0.09816963359771487,0.09934899591759207,-1.4204116017863975,-0.07037843611504947,-1.6008251624428096,-1.1992189673039406,-0.3597712368395447,1.480126545519983,0.25179431726877616,-0.2565107803863489,-0.595003321628341,-0.29054343453390596,0.345029998339946,-0.4239532495729058,0.07389048218811958,-0.37915493616777834,0.5761390815788021,-0.3108244788988982,-0.29645631309985043,-0.39393779900517534,-0.03640542727022306,-0.3372932635758175,0.5592595276790063,0.5429672911342546,0.679554245887091,0.23292958193449836,-0.17064974889135173,0.7408884322252866,0.1446500964148387,-0.5135904407164387
